id,typeName,category,description,commonExamples,careTips,lightPreference,humidityPreference,temperaturePreference,springInterval,summerInterval,fallInterval,winterInterval,soilPhPreference,drainagePreference,plantToxicity,growthRate,origin
scindapsus,Scindapsus,Houseplants - Vines & Trailing,"Also known as: Silver pothos. Trailing aroids often called satin pothos, with silvery-splotched leaves, easy-care houseplants.","Scindapsus pictus (Satin pothos, Silver pothos), S. pictus 'Exotica' (large silver leaves), S. pictus 'Argyraeus', S. treubii 'Moonlight', S. treubii 'Dark Form'",Water when top inch of soil is dry. Very forgiving of inconsistent care. Bright indirect light maintains silvery variegation; tolerates low light. Medium humidity (40-50%) is fine. Fertilize monthly spring through fall with balanced fertilizer at half strength. Trailing growth habit. Prune to control length. Repot every 1-2 years. Silvery-splotched leaves. Often called satin pothos but not a true pothos. Mildly toxic to pets -- causes mouth and skin irritation.,brightIndirect,medium,"[18, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,mildlyToxic,fast,
scindapsus-pictus,Silver Satin Pothos,Houseplants - Vines & Trailing,"Trailing vine with heart-shaped, matte green leaves covered in silvery spots and patches. Not a true pothos despite the common name; belongs to the genus Scindapsus.","Scindapsus pictus 'Argyraeus' (Satin pothos), S. pictus 'Exotica' (larger silver patches), S. pictus 'Silver Ann' (mostly silver)",Water when top 1-2 inches of soil is dry. Bright indirect light brings out the silver markings. Average humidity is fine but higher humidity encouraged for larger leaves. Let dry out slightly between waterings. Toxic to pets. Remove dead or damaged foliage promptly.,brightIndirect,medium,"[18, 29]",7.0,7.0,10.0,14.0,neutral,wellDraining,toxic,fast,
tradescantia,Tradescantia,Houseplants - Vines & Trailing,Also known as: Spiderwort. Fast-growing trailing plants in the Commelinaceae family with colorful striped or solid leaves.,"Tradescantia zebrina (Wandering dude, Inch plant), T. pallida (Purple heart), T. fluminensis (Small-leaf spiderwort), T. spathacea (Moses-in-the-cradle)","Keep soil lightly moist, allow to dry slightly between waterings. Very fast-growing - may need frequent pruning. Bright indirect light maintains vibrant colors; low light causes leggy growth. Medium humidity (40-50%) is fine. Fertilize monthly spring through fall with balanced fertilizer at half strength. Pinch tips to encourage bushiness. Repot every 1-2 years. Perfect for hanging baskets. Easy to propagate from cuttings. Mildly toxic to pets -- causes mouth and skin irritation.",brightIndirect,medium,"[18, 24]",5.0,5.0,7.0,10.0,adaptable,wellDraining,mildlyToxic,fast,
tradescantia-nanouk,Tradescantia Nanouk,Houseplants - Vines & Trailing,"Trailing plant with thick, striped leaves in pink, green, and cream; compact, upright-then-cascading habit.",Tradescantia 'Nanouk',Keep soil lightly moist. Bright indirect light maintains pink stripes. Medium humidity (40-50%). Fertilize monthly spring through fall with balanced fertilizer at half strength. Fast-growing. Mildly toxic to pets -- causes mouth and skin irritation. Repot every 1-2 years when roots fill container. Trim trailing stems to desired length. Prune leggy growth to encourage branching. Pinch growing tips for bushier growth.,brightIndirect,medium,"[18, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,mildlyToxic,fast,
tradescantia-purple-heart,Purple Heart,Houseplants - Vines & Trailing,Trailing plant with vivid purple foliage and small pink flowers; can be grown indoors or outdoors.,Tradescantia pallida (Purple heart),Water when top inch of soil is dry. Bright indirect to direct light enhances purple color. Medium humidity (40-50%). Fertilize monthly spring through fall with balanced fertilizer at half strength. Mildly toxic to pets -- causes mouth and skin irritation. Repot every 1-2 years when roots fill container. Remove dead or damaged foliage promptly.,brightIndirect,medium,"[18, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,mildlyToxic,fast,
vines-trailing,Vines & Trailing Plants,Houseplants - Vines & Trailing,"Houseplants with trailing or climbing growth habits, popular for hanging baskets and shelves. Many are fast-growing and easy to propagate.","Epipremnum aureum (Pothos), Hedera helix (English ivy), Tradescantia (Spiderwort), Hoya (Wax plant), Ceropegia woodii (String of hearts)","Water when top inch of soil is dry. Most are forgiving of occasional missed waterings. Bright indirect to medium light preferred — most tolerate lower light but may lose variegation. Medium humidity (40-50%) is fine for most species. Fertilize monthly spring through fall with balanced liquid fertilizer at half strength. Prune to control length and encourage bushier growth — cuttings root easily in water. Provide support (moss pole, trellis) for climbing species. Research specific species for exact requirements.",brightIndirect,medium,"[16, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,unknown,fast,
ficus-altissima,Ficus Altissima,Houseplants - Ficus & Fig,"Tall fig tree with leathery, variegated leaves in shades of green and yellow. Also called council tree. Easier to care for than fiddle leaf fig.","Ficus altissima (Council tree), F. altissima 'Yellow Gem' (variegated cultivar)",Water when top 1-2 inches of soil is dry. Bright indirect to direct light preferred. Average humidity is fine. Avoid moving frequently — can drop leaves from environmental changes. Fertilize monthly spring through fall. Toxic to pets. Remove dead or damaged foliage promptly.,brightIndirect,medium,"[16, 30]",7.0,7.0,10.0,14.0,neutral,wellDraining,toxic,moderate,
ficus-audrey,Ficus Audrey,Houseplants - Ficus & Fig,"The more forgiving cousin of the Fiddle Leaf Fig, with velvety, oval leaves and pale trunk, increasingly popular as a statement houseplant.","Ficus benghalensis (Ficus Audrey, Banyan fig—indoor cultivar)",Water when top 2-5 cm of soil is dry; more forgiving than Fiddle Leaf Fig but still dislikes soggy soil. Bright indirect light preferred—tolerates some direct morning sun. Medium humidity fine. Well-draining potting mix. Fertilize monthly spring through fall at half strength. Wipe velvety leaves with damp cloth to remove dust. Less prone to leaf drop than Fiddle Leaf Fig but still dislikes being moved. Toxic to pets (milky latex sap). Remove dead or damaged foliage promptly.,brightIndirect,medium,"[15, 30]",7.0,7.0,10.0,14.0,neutral,wellDraining,toxic,moderate,
ficus-microcarpa,Chinese Banyan,Houseplants - Ficus & Fig,"Ficus with glossy oval leaves, popular for bonsai; can develop aerial roots.","Ficus microcarpa (Chinese banyan, Ginseng ficus, Banyan fig), F. microcarpa 'Green Island'",Water when top inch of soil is dry. Bright indirect light. Often grown as bonsai. Avoid moving once established. Fertilize monthly spring through fall. Toxic to pets. Remove dead or damaged foliage promptly.,brightIndirect,high,"[18, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,toxic,moderate,
fiddle-leaf-fig,Fiddle-Leaf Fig,Houseplants - Ficus & Fig,"Also known as: FLF. Popular but finicky ficus with large violin-shaped leaves, requires consistent care and stable environment.","Ficus lyrata (Fiddle-leaf fig, FLF), F. lyrata 'Bambino' (compact variety), F. lyrata variegated (rare)","Water when top 2-3 inches of soil is dry. Very sensitive to overwatering and location changes - may drop leaves. Avoid drafts and sudden temperature changes. Bright indirect light essential - rotate regularly for even growth. High humidity (60%+) preferred. Fertilize monthly spring through fall with balanced fertilizer at half strength. Wipe large leaves monthly. Repot every 2-3 years. Popular but finicky - requires consistent care and stable environment. Toxic to pets. Remove old, yellowing, or diseased leaves promptly.",brightIndirect,high,"[18, 24]",10.0,10.0,14.0,21.0,neutral,wellDraining,toxic,moderate,
rubber-plant,Rubber Plant,Houseplants - Ficus & Fig,"Popular ficus with large, glossy dark green or burgundy leaves, can grow into a tree.","Ficus elastica (Rubber plant, Rubber tree), F. elastica 'Burgundy'",Water when top 2-3 inches of soil is dry. Avoid overwatering which causes root rot. Sensitive to location changes - may drop leaves when moved. Bright indirect light preferred; some direct morning sun is fine. Medium to high humidity (50-60%) preferred. Fertilize monthly spring through fall with balanced fertilizer at half strength. Wipe large glossy leaves monthly. Prune to control height. Repot every 2-3 years. Can grow into a tree. Toxic to pets.,brightIndirect,high,"[18, 27]",10.0,10.0,14.0,21.0,neutral,wellDraining,toxic,moderate,
rubber-plant-burgundy,Burgundy Rubber Plant,Houseplants - Ficus & Fig,"Ficus elastica cultivar with dark burgundy, nearly black leaves; bold statement plant.",Ficus elastica 'Burgundy',Water when top inch of soil is dry. Bright indirect light preferred; tolerates low light. Medium humidity (40-50%). Wipe leaves to remove dust. Toxic to pets. Repot every 1-2 years when roots fill container. Remove yellowing or damaged leaves promptly.,brightIndirect,high,"[18, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,toxic,moderate,
rubber-plant-ruby,Ruby Rubber Plant,Houseplants - Ficus & Fig,"Striking Ficus elastica cultivar with tricolored leaves in deep green, cream, and vivid ruby-pink, especially vibrant on new growth.","Ficus elastica 'Ruby' (Ruby rubber plant, Pink rubber tree)","Water when the top 2-3 cm of soil feel dry; avoid overwatering which causes leaf drop. Bright indirect light is crucial to maintain the pink and cream variegation — low light causes reversion to green. Wipe the large, glossy leaves monthly with a damp cloth to keep them dust-free. Average room humidity is adequate. Fertilize monthly during spring and summer with balanced liquid fertilizer at half strength. Prune to control height and encourage branching. Mildly toxic — the milky sap can irritate skin and is harmful to pets if ingested.",brightIndirect,medium,"[16, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,mildlyToxic,moderate,
bamboo,Bamboo,Houseplants - Specialty,"Fast-growing grasses in the Poaceae family, can be clumping or running types, popular for screening and containers.","Bambusa (Clumping bamboo), Phyllostachys (Running bamboo), Fargesia (Cold-hardy clumping bamboo), indoor varieties like Dracaena sanderiana (Lucky bamboo)",Keep soil consistently moist (2-3 times per week). Running types spread aggressively - contain with barriers or plant in containers. Clumping types are more manageable. Full sun to partial shade depending on species. Fertilize monthly during growing season with high-nitrogen fertilizer. Prune to control height and remove old canes. Container-grown bamboo needs regular repotting. Research clumping vs running types before planting. Some species are invasive - check local regulations. Indoor lucky bamboo grows in water or soil.,brightIndirect,medium,"[18, 27]",3.0,3.0,5.0,7.0,neutral,wellDraining,nonToxic,moderate,
bird-of-paradise,Bird of Paradise,Houseplants - Specialty,Also known as: Crane flower. Large tropical plants in the Strelitziaceae family with distinctive bird-like flowers and banana-like leaves.,"Strelitzia reginae (Bird of paradise, Crane flower), S. nicolai (Giant white bird of paradise, Wild banana)","Water when top 2 inches of soil is dry. Keep consistently moist in growing season, reduce in winter. Bright indirect to direct light preferred - needs lots of light to flower. High humidity (50-60%) preferred. Fertilize monthly spring through fall with balanced fertilizer at half strength. Wipe large leaves monthly. Repot every 2-3 years. Distinctive bird-like flowers. Can grow quite large - provide adequate space. Toxic to pets. Remove dead or damaged foliage promptly.",brightIndirect,medium,"[18, 27]",7.0,7.0,10.0,14.0,neutral,wellDraining,toxic,moderate,
bird-of-paradise-white,White Bird of Paradise,Houseplants - Specialty,Also known as: Giant bird of paradise. Large tropical plant with banana-like leaves and striking white and blue crane-shaped flowers. Grows to 6m outdoors; popular as dramatic indoor foliage plant.,"Strelitzia nicolai (White bird of paradise, Giant bird of paradise)",Water when top 5cm of soil is dry; reduce in winter. Bright indirect to direct light — more light encourages flowering. Medium humidity sufficient but appreciates higher. Large plant that needs space; repot every 2-3 years. Fertilize monthly spring through fall with balanced fertilizer. Leaves may split naturally with age. Prune dead leaves at base. Mildly toxic to pets.,brightIndirect,medium,"[10, 30]",7.0,5.0,10.0,14.0,neutral,wellDraining,mildlyToxic,moderate,
bonsai,Bonsai,Houseplants - Specialty,"Miniature trees created through cultivation techniques - care varies by species, this is a general guide.","Juniperus (Juniper), Ficus, Acer (Maple), Pinus (Pine)",Water when soil surface is dry - check daily as small pots dry quickly. Avoid both over and under-watering. Adjust based on species needs - research your specific tree type. Bright indirect to direct light depending on species. Fertilize monthly spring through fall with bonsai fertilizer. Prune regularly to maintain shape. Repot every 2-3 years with bonsai soil mix. Requires patience and consistent care. Each species has specific requirements.,brightIndirect,high,"[15, 27]",3.0,3.0,5.0,7.0,adaptable,wellDraining,unknown,moderate,
